Customer ID,Recency,Frequency,Monetary
12346,0.8581609797035487,1.2607308520489486,3.220328953409951
12347,-2.151078890508471,0.8056032816654085,1.2267083942571648
12348,-0.07785222345097864,0.30376506052165136,0.44047632326288455
12349,-0.9341814784193087,-0.19807316062210553,1.0163019677800844
12350,0.8259814613852923,-1.0559712660990863,-0.8074405011800444
12351,0.9477252332208004,-1.0559712660990863,-0.7916308989377597
12352,-0.5395739585326027,0.9360064475585574,0.47082853919965395
12353,0.5586382903360346,-0.5541330449553292,-0.574363025625308
12354,0.6407614667537174,-1.0559712660990863,0.1301930574051574
12355,0.5891890462289813,-0.5541330449553292,0.03613090283631433
12356,-0.8172322962915493,0.49455509745862847,1.3215845269026185
12357,-0.5938128403556511,-0.5541330449553292,2.141284053481444
12358,-2.151078890508471,0.30376506052165136,0.9692930002888195
12359,-0.2402633695629078,1.0539704600800355,1.6528420645486823
12360,-0.3090554382697657,0.49455509745862847,1.0032552366213852
12361,0.7766977110358817,0.07810834208157627,-0.4994854867218149
12362,-1.9665467722133396,1.0539704600800355,1.1991171348899377
12363,0.16512498598354705,-0.5541330449553292,-0.3540614266171575
12364,-1.446379945992321,0.07810834208157627,0.211569885791298
12365,0.7855453633407838,-1.0559712660990863,-0.7457938023879928
12366,1.2838652146050795,-1.0559712660990863,-0.42511875714363956
12367,-1.8234125412305895,-1.0559712660990863,-1.2883539673514701
12368,1.2777755047307267,-1.0559712660990863,0.012965389742472914
12369,1.009481488351947,-0.19807316062210553,0.3732869058746619
12370,-0.32127380049749915,0.6598249448548751,1.0689401866704225
12371,-0.21887990205682425,0.07810834208157627,0.9480798383896467
12372,-0.10368569947049744,-0.19807316062210553,0.20432160783037098
12373,0.8280406754242912,-0.19807316062210553,0.02075441089736758
12374,-0.7658893319031398,-0.19807316062210553,0.7844397783689185
12375,-1.2618478276971898,-0.5541330449553292,-0.6282040769917726
12376,0.9728175311773359,-0.5541330449553292,-0.6174904651771197
12377,0.8362120550020694,0.07810834208157627,0.9303600994699168
12378,0.2713912704046078,-0.5541330449553292,1.2959621430094013
12379,-0.021336290524395073,0.07810834208157627,0.35344576391874677
12380,-0.8445319320859932,0.8056032816654085,1.5028273282614881
12381,-1.7064633591028304,-0.19807316062210553,0.3556981003819445
12383,0.4962492661276941,0.30376506052165136,0.4273556254935298
12384,-0.6740980653087992,-0.5541330449553292,-0.5422633345236603
12385,0.9545130703430527,-1.0559712660990863,0.4448206090911837
12386,0.8812786031473276,-0.5541330449553292,-0.5830327944206427
12387,1.0125727937194224,-1.0559712660990863,-1.3222673577642543
12388,-1.0384283717612917,0.8056032816654085,1.0587376249202436
12389,0.9937974644014878,-0.19807316062210553,0.3350842524941969
12390,-0.03698205696002136,-1.0559712660990863,-0.4185133184117495
12391,-0.8445319320859932,0.49455509745862847,0.7993462337202221
12392,1.2388881670899594,-1.0559712660990863,-0.9705329640214481
12393,-0.10368569947049744,0.49455509745862847,0.7074304481089799
12394,-0.17813956951474938,-0.5541330449553292,0.13091548944002598
12395,-0.9341814784193087,1.517723050331856,1.119154772991075
12396,1.3230495861118912,-1.0559712660990863,0.023691601586862718
12397,-0.5395739585326027,-0.5541330449553292,0.6495873385180913
12398,-0.38612136099612143,-1.0559712660990863,0.3362578768790817
12399,0.21513299750248174,0.6598249448548751,0.5164709867198437
12400,1.0110290032696356,-1.0559712660990863,-1.0671938203717157
12401,0.8113788393603025,-1.0559712660990863,-1.8454365701074122
12402,0.8522490058512593,0.49455509745862847,0.1676860103712037
12403,-0.333729427245142,-0.5541330449553292,0.03594031975847411
12404,1.3306071948619635,-1.0559712660990863,-1.9106174093914534
12405,0.3582672284852318,-1.0559712660990863,0.3131071144935245
12406,-0.8445319320859932,0.30376506052165136,1.415517238723187
12407,-0.333729427245142,0.30376506052165136,0.37135731905977626
12408,-0.5938128403556511,0.8056032816654085,1.059600607456275
12409,-0.04495041560802766,0.6598249448548751,2.354524186545095
12410,0.8239156154055753,-0.19807316062210553,-0.11029540061744678
12411,1.004816415991309,-1.0559712660990863,-0.6891588152547833
12412,-0.07785222345097864,0.49455509745862847,0.7090792460282667
12413,-0.1491973089500105,0.07810834208157627,-0.024383794152600724
12414,0.5980775665930392,0.07810834208157627,-0.38014052339887244
12415,-0.7910472474365585,2.0700860557392198,3.6679273301879345
12416,1.3066877709244016,-1.0559712660990863,-1.0766863236046416
12417,-1.9665467722133396,1.8542914240793662,1.3697576537348448
12418,0.18223118965953075,0.07810834208157627,0.5834470810059873
12419,0.96622164146725,-0.5541330449553292,-0.6028454130052995
12420,-0.17813956951474938,-1.0559712660990863,-0.29340701141883735
12421,-1.0384283717612917,0.49455509745862847,-0.021777868860372956
12422,0.07864592053532046,1.2607308520489486,1.0085300200608673
12423,-2.41116230361898,1.0539704600800355,0.6772726641894019
12424,0.4155040593532846,0.07810834208157627,0.9464909094075398
12425,-0.053019007809211795,-0.5541330449553292,0.4757711756440099
12426,0.5298404288164246,-0.5541330449553292,0.2074377732200768
12427,-0.8445319320859932,-0.19807316062210553,-0.18279397411843948
12428,-0.7416810014761713,0.8056032816654085,1.4172009283724445
12429,-1.378797009824949,0.8056032816654085,1.3507074607911818
12430,-0.42842974473144263,-1.0559712660990863,-1.0291247079893917
12431,-0.5395739585326027,2.11862895752593,1.7466118984037196
12432,-0.42842974473144263,0.07810834208157627,1.139017626843279
12433,-2.41116230361898,1.0539704600800355,2.1140969531956038
12434,0.0014392838405905507,-0.19807316062210553,0.14609896375442138
12435,-0.03698205696002136,0.49455509745862847,1.9786928480041206
12436,0.10456640159020648,-1.0559712660990863,-0.5359470257646832
12437,-2.151078890508471,2.6204671786696863,1.8264945187771027
12438,-1.11871359671444,-0.5541330449553292,0.7274528005403064
12439,1.3315456655813207,-0.5541330449553292,0.17147595789745848
12440,1.0812341767256344,-0.5541330449553292,-0.14324408329760122
12441,0.9339301935365693,-1.0559712660990863,-1.2665514887110698
12442,-1.9665467722133396,-1.0559712660990863,-1.3216689626199032
12443,1.3759257977236916,-1.0559712660990863,-0.6518742687627751
12444,-0.8730452761370829,0.30376506052165136,1.0921152932566234
12445,-0.8445319320859932,-0.5541330449553292,-0.6253822984867831
12446,-0.2402633695629078,-1.0559712660990863,0.07666717681780044
12447,0.670351160754457,-1.0559712660990863,-0.5317888909887755
12448,-0.4140146521982901,-1.0559712660990863,-0.6515979750039086
12449,-0.8445319320859932,0.30376506052165136,1.1248794887424869
12450,0.3875238456464414,0.30376506052165136,-0.19486260651710255
12451,-1.2618478276971898,0.8056032816654085,1.9080644419539656
12452,-1.0017644145866809,-1.0559712660990863,-0.6856962612419017
12453,0.2906842923178599,-1.0559712660990863,-0.17531126082031537
12454,-0.26238434174610986,0.07810834208157627,2.0995569409597983
12455,-0.09495842712696177,0.9360064475585574,1.3357723486872741
